4. In 2013 who resumed his career with his third and fourth albums "The 20/20 Experience" and "The 20/20 Experience 2" of exploring new soul styles with 1960s and 1970s rock?,Music,,4. Justin Timberlake
5. In May 2015 who dressed up as George Michael to celebrate their 27th birthday and posted the snaps on Twitter?,Music,,5. Adele
6. Actor Rhys Ifans is a former member of which Welsh rock band?,Music,,6. Super Furry Animals (also accept The Peth)
7. Dolly Parton had a 1981 hit with which song from the film of the same name?,Music,,7. 9 to 5
8. Which singer appeared in the feature film Battleship?,Music,,8. Rihanna
9. Which group had a 1980s hit with the song Ghost Town?,Music,,9. The Specials
10. Whose single 'Glad All Over' knocked the Beatles' 'I Want to Hold Your Hand' off the top of the UK charts in 1964?,Music,,10. The Dave Clark Five
1. Jimmy Page is an English musician who formed which rock band in 1968?,Music,,1. Led Zeppelin
2. How many strings does a violin usually have?,Music,,2. Four
3. Which English rock band formed in London in 1969 takes its name from a fictional character in David Copperfield?,Music,,3. Uriah Heep
4. In which American city was Elvis discovered dead in 1977?,Music,,4. Memphis
5. Which singer starred as Petty Officer Cora Raikes in the film Battleship?,Music,,5. Rihanna
6. Who was Dionne Warwick's most famous cousin?,Music,,6. Whitney Houston
7. In which European city was Swedish pop group ABBA formed in 1972?,Music,,7. Stockholm
8. American musician Michael Lee Aday is better known by what stage name?,Music,,8. Meatloaf
9. Which X-Factor winner released the winner's single When We Collide?,Music,,9. Matt Cardle
10. Who rose to fame in 2008 with the release of the single I Kissed a Girl?,Music,,10. Katy Perry
1. Which group comprised John Phillips Denny Doherty Cass Elliot and Michelle Phillips?,Music,,1. The Mamas and the Papas
2. London born singer Miss Adkins is better known by what name?,Music,,2. Adele
3. Which singer sang the song 'Hanky Panky' form the 'I'm Breathless' album?,Music,,3. Madonna
4. Who composed the classical piece Peter and the Wolf?,Music,,4. Sergei Prokofiev
5. Which singer was known as Little Miss Dynamite?,Music,,5. Brenda Lee
6. Les Gray was the lead singer of which group?,Music,,6. Mud
7. Which group's best-known recording is the 1967 single 'A Whiter Shade of Pale'?,Music,,7. Procol Harum
8. Which singer-songwriter from Sale released the album 'White Ladder' in 1998?,Music,,8. David Gray
9. What is the first name of compose Vivaldi?,Music,,9. Antonio
10. What is the better known stage name of Robyn Fenty?,Music,,10. Rihanna
1. Which musical duo had the albums 'Rockney' and 'A Christmas Knees-Up'?,Music,,1. Chas 'n' Dave
2. Which Radiohead album has been cited by musicians as one of the greatest albums of all time ?,Music,,2. OK Computer
3. Which singer is married to Trudie Styler?,Music,,3. Sting
4. Which British reggae bandy are best remembered for their successful 1982 single 'Pass the Dutchie'?,Music,,4. Musical Youth
5. True or False. Miley Cyrus is the daughter of country singer Billy Ray Cyrus?,Music,,5. True
6. Stewart Copeland was the drummer with which band?,Music,,6. The Police
7. Which Welsh singer was born Gaynor Hopkins in June 1951?,Music,,7. Bonnie Tyler
8. Whose 2013 world tour was called 'The Mrs Carter Show'?,Music,,8. Beyonce
9. What was Madonna's first UK top ten single?,Music,,9. Holiday
10. Which country pop singer was born Eilleen Regina Edwards?,Music,,10. Shania Twain
1. Which film has the movie tagline: 'A romantic comedy. With zombies'?,Film,,1. Shaun of the Dead
2. Which Mel Brooks' film was a parody of 1930s Universal horror movies?,Film,,2. Young Frankenstein
3. Who plays Batman in the 1997 film 'Batman and Robin'?,Film,,3. George Clooney
4. Who plays John J. Macreedy who lacks the use of his left arm in the 1955 western Bad Day at Black Rock?,Film,,4. Spencer Tracy
5. Which cockney played Jack Regan in the 2012 film version of 'The Sweeney'?,Film,,5. Ray Winstone
6. Who plays Field Marshal Erwin Rommel in 1951's The Desert Fox?,Film,,6. James Mason
7. 'Zero Dark Thirty' is a film about the quest to find which person?,Film,,7. Osama bin Laden
8. 'Louis I think this could be the beginning of a beautiful friendship' is the last line of which film?,Film,,8. Casablanca
9. Which actor played Albert the butler in 'The Dark Kinght Rises'?,Film,,9. Michael Caine
10. Which Orson Welles feature film which he also played the title role  proved to be his most important and influential work?,Film,,10. Citizen Kane
1. What 1991 film won best film actor actress and director awards at the Oscars?,Film,,1. Silence of the Lambs
2. Which Oscar winning actor was paid 225 pounds per week for appearing in the play 'The Iceman Cometh' at the Almeida Theatre  London in 1998?,Film,,2. Kevin Spacey
3. What was the first film made in cinemascope?,Film,,3. The Robe
4. Which actor who died on April 5th 2008 was also well known for his support of gun rights?,Film,,4. Charlton Heston
5. Which was the first colour film to win a Best Picture Oscar?,Film,,5. Gone with the Wind
6. What real person has been played most often in films?,Film,,6. Napolean
7. In the Bourne films starring Matt Damon what is Bourne's first name?,Film,,7. Jason
8. What is Admiral Sir Miles Messervy usually known as?,Film,,8. M
9. In what film was the actor that played Coronation Street's Alf Roberts thrown off a multi-storey car park?,Film,,9. Get Carter
10. Which American A-lister has appeared in the BBC's popular long running British soap opera Doctors?,Film,,10. Stephanie Powers
1. In which film did the Tom Cruise play Cole Trickle?,Film,,1. Days of Thunder
2. Which film beat All The President's Men and Taxi Driver to win Best Film at the 1976 Oscars?,Film,,2. Rocky
3. Who starred as James Bond in the Spy Who Loved Me?,Film,,3. Roger Moore
4. What is the name of Buzz Lightyear's enemy in Toy Story 2?,Film,,4. Zurg
5. Stuart Little is a what?,Film,,5. Mouse
6. Who plays the scientist that flies into the alien spaceship in Independence Day?,Film,,6. Jeff Goldblum
7. In Fever Pitch which football club threatens to undermine Colin Firth's relationship?,Film,,7. Arsenal
8. Which Disney animated feature celebrated its 70th anniversary in 2007?,Film,,8. Snow White and the Seven Dwarfs
9. Who won an Oscar in 1998 for just eight minutes work for Shakespeare In Love?,Film,,9. Dame Judie Dench
10. In which movie does Jack Nicholson say: 'Here's Johnny!'?,Film,,10. The Shining
